Наименование,Артикул,Валюта,"Цена, с НДС",В наличии,Доступен для заказа,Краткая информация,Описание,Наклейка,Статус,Теги,Meta Title,Meta Description,URL,Срок изготовления,Доставка,Производитель,Серия,Код товара,Категория товара,Артикул,Бренд,Серия,Материал нагревательного элемента,Подключение бесплатно,"Параметры сети, В/А",Лучшая цена,Цвет корпуса,Старая цена,Тип водонагревателя,Форм-фактор,"Литраж, л",Способ нагрева,"Макс. мощность электрическая, Вт","Режимы мощности электрической, Вт",Подключение к стандартной розетке,Установка,Подводка,Способ крепления,Тип управления,Пульт ДУ,Количество внутренних баков,Материал внутреннего бака,Сухой ТЭН,Количество анодов,Количество нагревательных элементов,"Время нагрева на ∆t 45° при макс. мощности, мин.","Постоянные суточные потери, кВт⋅ч/сут","Фактическое годовое потребление эл. энергии, кВт⋅ч","Макс. давление воды, МПа","Мин. давление воды, МПа","Макс. температура нагрева воды, °С",Присоединительный размер,Ускоренный нагрев,Тип электрического нагревательного элемента,Точки водоразбора,Класс IP,УЗО,Защита от включения без воды,Режим предотвращения замерзания,Клапан предохранительный,Термометр,Индикация включения,Индикация нагрева,Самодиагностика,Дисплей,"Расстояние между патрубками подключения, мм","Расстояние от стены до патрубков подключения, мм","Расстояние от крепежных отверстий до патрубков, мм","Расстояние между крепежными отверстиями, max. мм","Расстояние между крепежными отверстиями, min. мм","Расстояние между крепежными планками, мм","Высота, мм","Глубина, мм","Ширина, мм","Вес, кг","Высота упаковки, мм","Глубина упаковки, мм","Ширина упаковки, мм","Вес упаковки, кг",Страна производитель,"Гарантия на внутренний бак, мес","Гарантия на изделие, мес",EAN,Базовая единица,Ставки налогов,Штрихкод,"Размеры (ДхШхВ), см",Изображения
THERMEX IU 30 V,151 047,RUB,10026.649,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX IU 30 V с доставкой на uralenergotel.ru,THERMEX IU 30 V по низким ценам у официального дилера завода ТД УЭТ,thermex_iu_30_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Ultraslim,IU 30 V,Водонагреватели,151 047,THERMEX,Ultraslim,медь,нет,230,,белый,13428,накопительный,Круглый,30,электрический,2000,700/1300/2000,да,вертикальная,нижняя,настенный,механическое,нет,1,нержавеющая сталь,нет,1,1,47,1.1,402,0.7,0.05,75,G1/2,да,трубчатый,несколько,IPX4,да,нет,нет,да,нет,да,да,нет,нет,100,100,640,160,,344,800,285,270,9,852,317,317,10.9,Китай,84,12,4670007710309,шт,20,4670007710309,31.7x31.7x85.2,https://shop.thermex.ru/upload/iblock/e23/2z74hkijqmnri1yus61g8rexu20pswil.jpeg
THERMEX IU 50 V,151 049,RUB,12246.899,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX IU 50 V с доставкой на uralenergotel.ru,THERMEX IU 50 V по низким ценам у официального дилера завода ТД УЭТ,thermex_iu_50_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Ultraslim,IU 50 V,Водонагреватели,151 049,THERMEX,Ultraslim,медь,нет,230,,белый,15828,накопительный,Круглый,50,электрический,2000,700/1300/2000,да,вертикальная,нижняя,настенный,механическое,нет,1,нержавеющая сталь,нет,1,1,79,1.65,602,0.7,0.05,75,G1/2,да,трубчатый,несколько,IPX4,да,нет,нет,да,нет,да,да,нет,нет,100,100,1080,160,,784,1240,285,270,13.2,1292,317,317,15.3,Китай,84,12,4670007710323,шт,20,4670007710323,31.7x31.7x129.2,https://shop.thermex.ru/upload/iblock/3dd/gfxz7znv8g7xvood962rafm8z07r0o1b.jpeg
THERMEX GIRO 50,111 053,RUB,7984.019,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX GIRO 50 с доставкой на uralenergotel.ru,THERMEX GIRO 50 по низким ценам у официального дилера завода ТД УЭТ,thermex_giro_50,уточняйте у менеджера,Доставка со склада в Москве,Thermex,GIRO,GIRO 50,Водонагреватели,111 053,THERMEX,GIRO,медь,нет,230,,белый,9828,накопительный,Круглый,50,электрический,1500,1500,да,вертикальная / горизонтальная,нижняя,настенный,механическое,нет,1,биостеклофарфор,нет,1,,105,,,0.7,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,нет,да,да,да,да,нет,нет,100,125,350,236,,178,527,459,445,16.5,585,490,470,18,Россия,60,12,4670007717780,шт,20,4670007717780,49x47x58.5,https://shop.thermex.ru/upload/iblock/d72/eu3dfk1v5pqz8avlokk5gh8kvmvr6uxd.png
THERMEX GIRO 80,111 054,RUB,9493.788999999999,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX GIRO 80 с доставкой на uralenergotel.ru,THERMEX GIRO 80 по низким ценам у официального дилера завода ТД УЭТ,thermex_giro_80,уточняйте у менеджера,Доставка со склада в Москве,Thermex,GIRO,GIRO 80,Водонагреватели,111 054,THERMEX,GIRO,медь,нет,230,,белый,11508,накопительный,Круглый,80,электрический,1500,1500,да,вертикальная / горизонтальная,нижняя,настенный,механическое,нет,1,биостеклофарфор,нет,1,,170,,,0.7,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,нет,да,да,да,да,нет,нет,100,125,577,236,,405,751,459,445,21.2,805,490,470,22.9,Россия,60,12,4670007717797,шт,20,4670007717797,49x47x80.5,https://shop.thermex.ru/upload/iblock/c28/orzq40n62htm1whtt80kuedibf519bi6.png
THERMEX GIRO 100,111 055,RUB,10293.079,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX GIRO 100 с доставкой на uralenergotel.ru,THERMEX GIRO 100 по низким ценам у официального дилера завода ТД УЭТ,thermex_giro_100,уточняйте у менеджера,Доставка со склада в Москве,Thermex,GIRO,GIRO 100,Водонагреватели,111 055,THERMEX,GIRO,медь,нет,230,,белый,12708,накопительный,Круглый,100,электрический,1500,1500,да,вертикальная / горизонтальная,нижняя,настенный,механическое,нет,1,биостеклофарфор,нет,1,,210,,,0.7,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,нет,да,да,да,да,нет,нет,100,125,729,236,,557,903,459,445,24.4,965,495,475,26.7,Россия,60,12,4670007717803,шт,20,4670007717803,49.5x47.5x96.5,https://shop.thermex.ru/upload/iblock/f0a/5o9j2v1996u8v9jihehg0vv3mbof2e7v.png
THERMEX TitaniumHeat 30 V Slim,111 080,RUB,7717.589,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX TitaniumHeat 30 V Slim с доставкой на uralenergotel.ru,THERMEX TitaniumHeat 30 V Slim по низким ценам у официального дилера завода ТД УЭТ,thermex_titaniumheat_30_v_slim,уточняйте у менеджера,Доставка со склада в Москве,Thermex,TitaniumHeat,TitaniumHeat 30 V Slim,Водонагреватели,111 080,THERMEX,TitaniumHeat,TitaniumHeat,нет,230,,белый,9588,накопительный,Круглый,30,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,нет,1,,65,,,0.7,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,да,,,да,да,да,да,,,100,84,292,270,190,132,501,378,365,13.5,560,400,400,14.7,Россия,60,24,4670007719579,шт,20,4670007719579,40x40x56,https://shop.thermex.ru/upload/iblock/216/81sqtkb96yhh6hy9ai17co2f57ggenyw.png
THERMEX TitaniumHeat 50 V Slim,111 081,RUB,8872.118999999999,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX TitaniumHeat 50 V Slim с доставкой на uralenergotel.ru,THERMEX TitaniumHeat 50 V Slim по низким ценам у официального дилера завода ТД УЭТ,thermex_titaniumheat_50_v_slim,уточняйте у менеджера,Доставка со склада в Москве,Thermex,TitaniumHeat,TitaniumHeat 50 V Slim,Водонагреватели,111 081,THERMEX,TitaniumHeat,TitaniumHeat,нет,230,,белый,10788,накопительный,Круглый,50,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,,105,,,0.7,0.05,75,G1/2,,трубчатый,несколько,IPX4,да,,,да,да,да,да,,,100,84,522,270,190,362,722,378,365,16.8,775,400,400,18.2,Россия,60,24,4670007719586,шт,20,4670007719586,40x40x77.5,https://shop.thermex.ru/upload/iblock/41a/bj6y0o2q5jodi53l12a15lkc8hlvucbj.png
THERMEX TitaniumHeat 60 V Slim,111 083,RUB,9582.599,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX TitaniumHeat 60 V Slim с доставкой на uralenergotel.ru,THERMEX TitaniumHeat 60 V Slim по низким ценам у официального дилера завода ТД УЭТ,thermex_titaniumheat_60_v_slim,уточняйте у менеджера,Доставка со склада в Москве,Thermex,TitaniumHeat,TitaniumHeat 60 V Slim,Водонагреватели,111 083,THERMEX,TitaniumHeat,TitaniumHeat,нет,230,,белый,11868,накопительный,Круглый,60,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,нет,1,,130,,,0.7,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,да,,нет,да,да,да,да,,,100,84,522,270,190,362,839,378,365,18.5,895,400,400,20.2,Россия,60,24,4670007719609,шт,20,4670007719609,40x40x89.5,https://shop.thermex.ru/upload/iblock/db3/47dvkgooub4tqdfclbqq41ld2cap76st.png
THERMEX TitaniumHeat 70 V Slim,111 084,RUB,9937.839,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX TitaniumHeat 70 V Slim с доставкой на uralenergotel.ru,THERMEX TitaniumHeat 70 V Slim по низким ценам у официального дилера завода ТД УЭТ,thermex_titaniumheat_70_v_slim,уточняйте у менеджера,Доставка со склада в Москве,Thermex,TitaniumHeat,TitaniumHeat 70 V Slim,Водонагреватели,111 084,THERMEX,TitaniumHeat,TitaniumHeat,нет,230,,белый,12468,накопительный,Круглый,70,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,,140,,,0.7,0.05,75,G1/2,,трубчатый,несколько,IPX4,да,,,да,да,да,да,,,100,84,756,270,190,362,956,378,365,21,1010,400,400,22.6,Россия,60,24,4670007719616,шт,20,4670007719616,40x40x101,https://shop.thermex.ru/upload/iblock/0df/k9fayr6ort8ip77tuxsqcd7dw4g6ta3c.png
THERMEX TitaniumHeat 50 V,111 085,RUB,8516.879,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX TitaniumHeat 50 V с доставкой на uralenergotel.ru,THERMEX TitaniumHeat 50 V по низким ценам у официального дилера завода ТД УЭТ,thermex_titaniumheat_50_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,TitaniumHeat,TitaniumHeat 50 V,Водонагреватели,111 085,THERMEX,TitaniumHeat,TitaniumHeat,нет,230,,белый,10308,накопительный,Круглый,50,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,нет,1,,105,,,0.7,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,да,,,да,да,да,да,,,100,125,349,270,190,177,527,459,445,16.5,585,490,470,18,Россия,60,24,4670007719623,шт,20,4670007719623,49x47x58.5,https://shop.thermex.ru/upload/iblock/b0d/rkl3p3oojnfdxmtqrlzboop9grg8375u.png
THERMEX TitaniumHeat 80 V,111 086,RUB,10026.649,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX TitaniumHeat 80 V с доставкой на uralenergotel.ru,THERMEX TitaniumHeat 80 V по низким ценам у официального дилера завода ТД УЭТ,thermex_titaniumheat_80_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,TitaniumHeat,TitaniumHeat 80 V,Водонагреватели,111 086,THERMEX,TitaniumHeat,TitaniumHeat,нет,230,,белый,11988,накопительный,Круглый,80,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,,170,,,0.7,0.05,75,G1/2,,трубчатый,несколько,IPX4,да,,,да,да,да,да,,,100,125,577,270,190,405,751,459,445,21.2,805,490,470,22.9,Россия,60,24,4670007719630,шт,20,4670007719630,49x47x80.5,https://shop.thermex.ru/upload/iblock/aec/18bcate00wqwmlkmmjn2c9oczo3puu96.png
THERMEX TitaniumHeat 100 V,111 088,RUB,10648.319,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX TitaniumHeat 100 V с доставкой на uralenergotel.ru,THERMEX TitaniumHeat 100 V по низким ценам у официального дилера завода ТД УЭТ,thermex_titaniumheat_100_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,TitaniumHeat,TitaniumHeat 100 V,Водонагреватели,111 088,THERMEX,TitaniumHeat,TitaniumHeat,нет,230,,белый,13188,накопительный,Круглый,100,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,,210,,,0.7,0.05,75,G1/2,,трубчатый,несколько,IPX4,да,нет,,да,да,да,да,,,100,125,729,270,190,557,903,459,445,24.4,965,495,475,26.7,Россия,60,24,4670007719654,шт,20,4670007719654,49.5x47.5x96.5,https://shop.thermex.ru/upload/iblock/2a6/jqfyytkfw4zjvrca3rzm0g3i3vcy9fdq.png
THERMEX TitaniumHeat 150 V,111 089,RUB,13312.618999999999,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX TitaniumHeat 150 V с доставкой на uralenergotel.ru,THERMEX TitaniumHeat 150 V по низким ценам у официального дилера завода ТД УЭТ,thermex_titaniumheat_150_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,TitaniumHeat,TitaniumHeat 150 V,Водонагреватели,111 089,THERMEX,TitaniumHeat,TitaniumHeat,нет,230,,белый,16308,накопительный,Круглый,150,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,,280,,,0.7,0.05,75,G1/2,,трубчатый,несколько,IPX4,да,,,да,да,да,да,,,100,125,1109,270,190,937,1283,459,445,35.4,1345,495,475,38.4,Россия,60,24,4670007719661,шт,20,4670007719661,49.5x47.5x134.5,https://shop.thermex.ru/upload/iblock/496/d9rpdrs72tqaqvozff8j2qr4sp0vqod7.png
THERMEX TitaniumHeat 50 H Slim,111 082,RUB,9138.548999999999,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX TitaniumHeat 50 H Slim с доставкой на uralenergotel.ru,THERMEX TitaniumHeat 50 H Slim по низким ценам у официального дилера завода ТД УЭТ,thermex_titaniumheat_50_h_slim,уточняйте у менеджера,Доставка со склада в Москве,Thermex,TitaniumHeat,TitaniumHeat 50 H Slim,Водонагреватели,111 082,THERMEX,TitaniumHeat,TitaniumHeat,нет,230,,белый,11148,накопительный,Круглый,50,электрический,1500,1500,да,горизонтальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,,105,,,0.7,0.05,75,G1/2,,трубчатый,несколько,IPX4,да,,,да,да,да,да,,,100,196.5,313,236,,380,365,378,722,16.8,400,400,775,18.2,Россия,60,24,4670007719593,шт,20,4670007719593,40x77.5x40,https://shop.thermex.ru/upload/iblock/ebf/8k4ltchusd265s21iq3ox2pcv82r88r1.png
THERMEX TitaniumHeat 80 H,111 087,RUB,10470.698999999999,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX TitaniumHeat 80 H с доставкой на uralenergotel.ru,THERMEX TitaniumHeat 80 H по низким ценам у официального дилера завода ТД УЭТ,thermex_titaniumheat_80_h,уточняйте у менеджера,Доставка со склада в Москве,Thermex,TitaniumHeat,TitaniumHeat 80 H,Водонагреватели,111 087,THERMEX,TitaniumHeat,TitaniumHeat,нет,230,,белый,12468,накопительный,Круглый,80,электрический,1500,1500,да,горизонтальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,,170,,,0.7,0.05,75,G1/2,,трубчатый,несколько,IPX4,да,,,да,да,да,да,,,100,236.5,353,236,,405,445,459,751,21.2,470,490,805,22.9,Россия,60,24,4670007719647,шт,20,4670007719647,49x80.5x47,https://shop.thermex.ru/upload/iblock/e0c/1ihy5dor8iqrinkh4j5zkuyewaqxvh42.png
