Наименование,Артикул,Валюта,"Цена, с НДС",В наличии,Доступен для заказа,Краткая информация,Описание,Наклейка,Статус,Теги,Meta Title,Meta Description,URL,Срок изготовления,Доставка,Производитель,Серия,Код товара,Категория товара,Артикул,Бренд,Серия,Цвет корпуса,Старая цена,"Макс. мощность электрическая, Вт",Выбор режима мощности,"Режимы мощности электрической, Вт","Макс. площадь отопления, м²",Тип управления,Тип размещения,Класс IP,Класс защиты от поражения электрическим током,Защита от перегрева,Установка температуры,Дисплей,"Высота, мм","Глубина, мм","Ширина, мм","Вес, кг","Высота упаковки, мм","Глубина упаковки, мм","Ширина упаковки, мм","Вес упаковки, кг",Страна производитель,"Гарантия на изделие, мес",EAN,Базовая единица,Ставки налогов,Штрихкод,"Размеры (ДхШхВ), см",Изображения
THERMEX Cosmo 1500E,401 021,RUB,4342.809,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Cosmo 1500E с доставкой на uralenergotel.ru,THERMEX Cosmo 1500E по низким ценам у официального дилера завода ТД УЭТ,thermex_cosmo_1500e,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Cosmo E,Cosmo 1500E,Конвекторы,401 021,THERMEX,Cosmo E,белый,5690,1500,да,750/1500,20,электронное,Напольное/Настенное,IP24,1,да,да,да,380,90,760,4.8,470,130,805,5.7,Китай,36,4670033311945,шт,20,4670033311945,13x80.5x47,https://shop.thermex.ru/upload/iblock/4b0/allwrn7mtaf1zcj3buhy1twjfw81xcpd.png
THERMEX Cosmo 2000E,401 022,RUB,4964.479,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Cosmo 2000E с доставкой на uralenergotel.ru,THERMEX Cosmo 2000E по низким ценам у официального дилера завода ТД УЭТ,thermex_cosmo_2000e,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Cosmo E,Cosmo 2000E,Конвекторы,401 022,THERMEX,Cosmo E,белый,6690,2000,да,1000/2000,25,электронное,Напольное/Настенное,IP24,1,да,да,да,380,90,920,5.6,470,130,965,6.7,Китай,36,4670033311952,шт,20,4670033311952,13x96.5x47,https://shop.thermex.ru/upload/iblock/d40/xh5iig43czsydutx5vx75q12t5eh34f2.png
THERMEX Cozy 1,401 030,RUB,2655.419,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Cozy 1 с доставкой на uralenergotel.ru,THERMEX Cozy 1 по низким ценам у официального дилера завода ТД УЭТ,thermex_cozy_1,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Cozy,Cozy 1,Конвекторы,401 030,THERMEX,Cozy,Мокрый асфальт,,1000,да,500/1000,15,механическое,Напольное/Настенное,IP24,,да,да,нет,400,103,460,3.3,450,125,480,4,Россия,12,4670033316636,шт,20,4670033316636,12.5x48x45,https://shop.thermex.ru/upload/iblock/943/wu8whnyvnqiwhv2990mh3jchjq6zk0d7.png
"THERMEX Cozy 1,5",401 031,RUB,3188.279,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,"THERMEX Cozy 1,5 с доставкой на uralenergotel.ru","THERMEX Cozy 1,5 по низким ценам у официального дилера завода ТД УЭТ","thermex_cozy_1,5",уточняйте у менеджера,Доставка со склада в Москве,Thermex,Cozy,"Cozy 1,5",Конвекторы,401 031,THERMEX,Cozy,Мокрый асфальт,,1500,да,750/1500,20,механическое,Напольное/Настенное,IP24,,да,,,400,103,595,4,450,125,615,4.8,Россия,12,4670033316698,шт,20,4670033316698,12.5x61.5x45,https://shop.thermex.ru/upload/iblock/58d/xlqpch7ecc4w4ln3o0f2virq4ups7zzc.png
THERMEX Cozy 2,401 032,RUB,3632.329,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Cozy 2 с доставкой на uralenergotel.ru,THERMEX Cozy 2 по низким ценам у официального дилера завода ТД УЭТ,thermex_cozy_2,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Cozy,Cozy 2,Конвекторы,401 032,THERMEX,Cozy,Мокрый асфальт,,2000,да,1000/2000,25,механическое,Напольное/Настенное,IP24,,да,,,400,103,830,5.3,450,125,850,6.2,Россия,12,4670033316711,шт,20,4670033316711,12.5x85x45,https://shop.thermex.ru/upload/iblock/d31/xpovcidr7lwkvlaheodvdhvryb37vgya.png
THERMEX Hygge 1,401 045,RUB,2655.419,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Hygge 1 с доставкой на uralenergotel.ru,THERMEX Hygge 1 по низким ценам у официального дилера завода ТД УЭТ,thermex_hygge_1,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Hygge,Hygge 1,Конвекторы,401 045,THERMEX,Hygge,белый,,1000,да,500/1000,15,механическое,Напольное/Настенное,IP24,,да,да,,400,103,460,3.3,450,125,480,4,Россия,12,,шт,20,,12.5x48x45,https://shop.thermex.ru/upload/iblock/ae5/dkw3rtka3vb8wsc7us7s3x4rdydljqcw.png
"THERMEX Hygge 1,5",401 046,RUB,3188.279,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,"THERMEX Hygge 1,5 с доставкой на uralenergotel.ru","THERMEX Hygge 1,5 по низким ценам у официального дилера завода ТД УЭТ","thermex_hygge_1,5",уточняйте у менеджера,Доставка со склада в Москве,Thermex,Hygge,"Hygge 1,5",Конвекторы,401 046,THERMEX,Hygge,белый,,1500,да,750/1500,20,механическое,Напольное/Настенное,IP24,,да,,,400,103,595,4,450,125,615,4.8,Россия,12,,шт,20,,12.5x61.5x45,https://shop.thermex.ru/upload/iblock/ae5/dkw3rtka3vb8wsc7us7s3x4rdydljqcw.png
THERMEX Hygge 2,401 047,RUB,3632.329,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Hygge 2 с доставкой на uralenergotel.ru,THERMEX Hygge 2 по низким ценам у официального дилера завода ТД УЭТ,thermex_hygge_2,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Hygge,Hygge 2,Конвекторы,401 047,THERMEX,Hygge,белый,,2000,да,1000/2000,25,механическое,Напольное/Настенное,IP24,,да,,,400,103,830,5.3,450,125,850,6.2,Россия,12,4670033317411,шт,20,4670033317411,12.5x85x45,https://shop.thermex.ru/upload/iblock/ae5/dkw3rtka3vb8wsc7us7s3x4rdydljqcw.png
THERMEX Varenna 2000E,401 039,RUB,4520.429,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Varenna 2000E с доставкой на uralenergotel.ru,THERMEX Varenna 2000E по низким ценам у официального дилера завода ТД УЭТ,thermex_varenna_2000e,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Varenna E,Varenna 2000E,Конвекторы,401 039,THERMEX,Varenna E,графит,,2000,да,1000/2000,25,электронное,Напольное/Настенное,IP24,,да,,да,500,225,815,5.1,465,108,887,6.2,Китай,36,,шт,20,,10.8x88.7x46.5,https://shop.thermex.ru/upload/iblock/755/z1jhwl3fv619vvy862cfnawnsdhpc45l.png
THERMEX Dorio 1500E,401 040,RUB,4875.669,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Dorio 1500E с доставкой на uralenergotel.ru,THERMEX Dorio 1500E по низким ценам у официального дилера завода ТД УЭТ,thermex_dorio_1500e,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Dorio E,Dorio 1500E,Конвекторы,401 040,THERMEX,Dorio E,чёрный,,1500,да,750/1500,20,электронное,Напольное/Настенное,IP24,1,да,да,да,500,225,800,5.1,465,108,875,6.2,Китай,36,,шт,20,,10.8x87.5x46.5,https://shop.thermex.ru/upload/iblock/1d4/k9kdsgve5dyxlxpu85r6wvxcw4xtw3uc.png
THERMEX Alto 1500 Wi-Fi,401 036,RUB,6296.629,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Alto 1500 Wi-Fi с доставкой на uralenergotel.ru,THERMEX Alto 1500 Wi-Fi по низким ценам у официального дилера завода ТД УЭТ,thermex_alto_1500_wi-fi,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Alto Wi-Fi,Alto 1500 Wi-Fi,Конвекторы,401 036,THERMEX,Alto Wi-Fi,чёрный,,1500,да,750/1500,20,электронное,Напольное,IP22,,да,да,да,615,255,495,5.02,570,145,575,6.18,Китай,36,,шт,20,,14.5x57.5x57,https://shop.thermex.ru/upload/iblock/22e/vglyoyz1hal5u9m4khtiqf7fnwq2e5uy.png
THERMEX Alto 2000 Wi-Fi,401 037,RUB,6829.4890000000005,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Alto 2000 Wi-Fi с доставкой на uralenergotel.ru,THERMEX Alto 2000 Wi-Fi по низким ценам у официального дилера завода ТД УЭТ,thermex_alto_2000_wi-fi,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Alto Wi-Fi,Alto 2000 Wi-Fi,Конвекторы,401 037,THERMEX,Alto Wi-Fi,черный,,2000,да,1000/2000,25,электронное,Напольное,IP22,,да,да,да,615,255,575,5.66,570,145,655,6.95,Китай,36,,шт,20,,14.5x65.5x57,https://shop.thermex.ru/upload/iblock/22e/vglyoyz1hal5u9m4khtiqf7fnwq2e5uy.png
