Наименование,Артикул,Валюта,"Цена, с НДС",В наличии,Доступен для заказа,Краткая информация,Описание,Наклейка,Статус,Теги,Meta Title,Meta Description,URL,Срок изготовления,Доставка,Производитель,Серия,Код товара,Категория товара,Артикул,Бренд,Серия,Материал нагревательного элемента,Подключение бесплатно,"Параметры сети, В/А",Цвет корпуса,Старая цена,Тип водонагревателя,Форм-фактор,"Литраж, л",Способ нагрева,"Макс. мощность электрическая, Вт","Режимы мощности электрической, Вт",Подключение к стандартной розетке,Установка,Подводка,Способ крепления,Тип управления,Пульт ДУ,Количество внутренних баков,Материал внутреннего бака,Сухой ТЭН,Количество анодов,Количество нагревательных элементов,"Время нагрева на ∆t 45° при макс. мощности, мин.","Постоянные суточные потери, кВт⋅ч/сут","Фактическое годовое потребление эл. энергии, кВт⋅ч","Макс. давление воды, МПа","Мин. давление воды, МПа","Макс. температура нагрева воды, °С",Присоединительный размер,Ускоренный нагрев,Тип электрического нагревательного элемента,Точки водоразбора,Класс IP,Защита от включения без воды,Режим предотвращения замерзания,Клапан предохранительный,"Диапазон регулировки температуры, °С",Термометр,Индикация включения,Индикация нагрева,Самодиагностика,Дисплей,"Расстояние между патрубками подключения, мм","Расстояние от стены до патрубков подключения, мм","Расстояние от крепежных отверстий до патрубков, мм","Расстояние между крепежными отверстиями, max. мм","Высота, мм","Глубина, мм","Ширина, мм","Вес, кг","Высота упаковки, мм","Глубина упаковки, мм","Ширина упаковки, мм","Вес упаковки, кг",Страна производитель,"Гарантия на внутренний бак, мес","Гарантия на изделие, мес",EAN,Базовая единица,Ставки налогов,Штрихкод,"Размеры (ДхШхВ), см",Изображения
Garanterm Plus 30 O,116 015,RUB,7095.919,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,Garanterm Plus 30 O с доставкой на uralenergotel.ru,Garanterm Plus 30 O по низким ценам у официального дилера завода ТД УЭТ,garanterm_plus_30_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Plus,Garanterm Plus 30 O,Водонагреватели,116 015,GARANTERM,Plus,медь,,230,белый,8390,накопительный,Квадратный,30,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,эмаль,нет,1,1,,,,0.75,0.05,,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,да,35-75,нет,да,да,нет,,,154,,,440,388,440,13,500,435,460,15,Китай,60,12,4670033311754,шт,20,4670033311754,43.5x46x50,https://shop.thermex.ru/upload/iblock/f12/bb3b2sf8d8cjzxlz3sem7kudnndc0gqc.png
Garanterm Plus 30 U,116 016,RUB,7095.919,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,Garanterm Plus 30 U с доставкой на uralenergotel.ru,Garanterm Plus 30 U по низким ценам у официального дилера завода ТД УЭТ,garanterm_plus_30_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Plus,Garanterm Plus 30 U,Водонагреватели,116 016,GARANTERM,Plus,медь,,230,белый,8390,накопительный,Квадратный,30,электрический,1500,1500,да,вертикальная,верхняя,настенный/напольный,механическое,нет,1,эмаль,нет,1,1,39,0.6,229.6,0.75,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,да,до 75°,нет,да,да,нет,нет,,154,,,440,388,440,13,500,435,460,15,Китай,60,12,4670033311761,шт,20,4670033311761,43.5x46x50,https://shop.thermex.ru/upload/iblock/364/p6uy0jmaa72fbqbqqf55jb8uznmjs5yv.png
THERMEX Clever 7,111 130,RUB,5053.289,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Clever 7 с доставкой на uralenergotel.ru,THERMEX Clever 7 по низким ценам у официального дилера завода ТД УЭТ,thermex_clever_7,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Clever,Clever 7,Водонагреватели,111 130,THERMEX,Clever,нержавеющая сталь,,220,белый,6090,накопительный,Мини,7,электрический,2100,2100,да,вертикальная,верхняя,напольный,механическое,нет,1,биостеклофарфор,нет,1,1,15,0.449,,0.75,0.05,65,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,да,,нет,нет,нет,нет,нет,,,,,390,234,234,5.22,535,300,300,5.9,Китай,60,12,4670033313598,шт,20,4670033313598,30x30x53.5,https://shop.thermex.ru/upload/iblock/d8b/ia4p9s7j5sxd1dv3porzekppmmgohj1r.png
THERMEX Skyline 10 O,111 131,RUB,5319.719,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Skyline 10 O с доставкой на uralenergotel.ru,THERMEX Skyline 10 O по низким ценам у официального дилера завода ТД УЭТ,thermex_skyline_10_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Skyline,Skyline 10 O,Водонагреватели,111 131,THERMEX,Skyline,BioGlassHeat,,230,белый,5990,накопительный,Мини,10,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,нет,1,биостеклофарфор,нет,1,1,21,,,0.75,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,да,,нет,да,да,нет,нет,,,,,324,315,324,7.5,385,350,350,8.8,Китай,60,12,4670033313734,шт,20,4670033313734,35x35x38.5,https://shop.thermex.ru/upload/iblock/825/nve1x7i3vroo2nzf5jopf58o1bm0ejtn.png
THERMEX Skyline 10 U,111 132,RUB,5319.719,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Skyline 10 U с доставкой на uralenergotel.ru,THERMEX Skyline 10 U по низким ценам у официального дилера завода ТД УЭТ,thermex_skyline_10_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Skyline,Skyline 10 U,Водонагреватели,111 132,THERMEX,Skyline,BioGlassHeat,,230,белый,5990,накопительный,Мини,10,электрический,1500,1500,да,вертикальная,верхняя,настенный,механическое,нет,1,биостеклофарфор,нет,1,1,21,,,0.75,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,да,,нет,да,да,нет,нет,,,,,324,315,324,7.5,385,350,350,8.8,Китай,60,12,4670033313758,шт,20,4670033313758,35x35x38.5,https://shop.thermex.ru/upload/iblock/44c/x67dtylti4ghprgny1c4kq5lrywndgmx.png
THERMEX Skyline 15 O,111 133,RUB,5852.579,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Skyline 15 O с доставкой на uralenergotel.ru,THERMEX Skyline 15 O по низким ценам у официального дилера завода ТД УЭТ,thermex_skyline_15_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Skyline,Skyline 15 O,Водонагреватели,111 133,THERMEX,Skyline,BioGlassHeat,,230,белый,7190,накопительный,Мини,15,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,нет,1,биостеклофарфор,нет,1,1,31,,,0.75,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,да,,нет,да,да,нет,нет,,,,,368,340,368,9.6,427,395,383,11.2,Китай,60,12,4670033313765,шт,20,4670033313765,39.5x38.3x42.7,https://shop.thermex.ru/upload/iblock/825/nve1x7i3vroo2nzf5jopf58o1bm0ejtn.png
THERMEX Skyline 15 U,111 134,RUB,5852.579,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Skyline 15 U с доставкой на uralenergotel.ru,THERMEX Skyline 15 U по низким ценам у официального дилера завода ТД УЭТ,thermex_skyline_15_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Skyline,Skyline 15 U,Водонагреватели,111 134,THERMEX,Skyline,BioGlassHeat,,230,белый,7190,накопительный,Мини,15,электрический,1500,1500,да,вертикальная,верхняя,настенный,механическое,нет,1,биостеклофарфор,нет,1,1,31,,,0.75,0.05,75,G1/2,да,трубчатый,несколько,IPX4,нет,нет,да,,нет,да,да,нет,нет,,,,,368,340,368,9.6,427,395,383,11.2,Китай,60,12,4670033313772,шт,20,4670033313772,39.5x38.3x42.7,https://shop.thermex.ru/upload/iblock/44c/x67dtylti4ghprgny1c4kq5lrywndgmx.png
THERMEX Skyline 30 O,111 135,RUB,6829.4890000000005,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Skyline 30 O с доставкой на uralenergotel.ru,THERMEX Skyline 30 O по низким ценам у официального дилера завода ТД УЭТ,thermex_skyline_30_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Skyline,Skyline 30 O,Водонагреватели,111 135,THERMEX,Skyline,BioGlassHeat,,230,белый,8190,накопительный,Мини,30,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,нет,1,биостеклофарфор,нет,1,1,62,,,0.75,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,да,,нет,да,да,нет,нет,,,,,440,420,440,13,500,462,465,15,Китай,60,12,4670033313789,шт,20,4670033313789,46.2x46.5x50,https://shop.thermex.ru/upload/iblock/825/nve1x7i3vroo2nzf5jopf58o1bm0ejtn.png
THERMEX Skyline 30 U,111 136,RUB,6829.4890000000005,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Skyline 30 U с доставкой на uralenergotel.ru,THERMEX Skyline 30 U по низким ценам у официального дилера завода ТД УЭТ,thermex_skyline_30_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Skyline,Skyline 30 U,Водонагреватели,111 136,THERMEX,Skyline,BioGlassHeat,,230,белый,8190,накопительный,Мини,30,электрический,1500,1500,да,вертикальная,верхняя,настенный,механическое,нет,1,биостеклофарфор,нет,1,1,62,,,0.75,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,да,,нет,да,да,нет,нет,,,,,440,420,440,13,500,462,465,15,Китай,60,12,4670033313796,шт,20,4670033313796,46.2x46.5x50,https://shop.thermex.ru/upload/iblock/44c/x67dtylti4ghprgny1c4kq5lrywndgmx.png
THERMEX Smartline 10 O,111 141,RUB,5497.339,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Smartline 10 O с доставкой на uralenergotel.ru,THERMEX Smartline 10 O по низким ценам у официального дилера завода ТД УЭТ,thermex_smartline_10_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Smartline,Smartline 10 O,Водонагреватели,111 141,THERMEX,Smartline,BioGlassHeat,,230,белый,6790,накопительный,Мини,10,электрический,1500,1500,да,вертикальная,нижняя,настенный,электронное,нет,1,биостеклофарфор,нет,1,1,22.1,0.487,517.5,0.75,0.05,75,G1/2,да,трубчатый,несколько,IPX4,нет,нет,да,30-75,да,да,да,нет,да,,,,,324,315,324,7.7,385,365,350,9,Китай,60,12,4670033313802,шт,20,4670033313802,36.5x35x38.5,https://shop.thermex.ru/upload/iblock/cfe/sujxr3zi44ozvzx23hgpmp4qtsbz9ps4.png
THERMEX Smartline 10 U,111 142,RUB,5497.339,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Smartline 10 U с доставкой на uralenergotel.ru,THERMEX Smartline 10 U по низким ценам у официального дилера завода ТД УЭТ,thermex_smartline_10_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Smartline,Smartline 10 U,Водонагреватели,111 142,THERMEX,Smartline,BioGlassHeat,,230,белый,6790,накопительный,Мини,10,электрический,1500,1500,да,вертикальная,верхняя,настенный,электронное,нет,1,биостеклофарфор,нет,1,1,22.1,0.487,,0.75,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,да,30-75,да,да,да,нет,да,,,,,324,315,324,7.7,385,365,350,9,Китай,60,12,4670033313819,шт,20,4670033313819,36.5x35x38.5,https://shop.thermex.ru/upload/iblock/7e7/v1x713wxth81u8xf57ayiosr69p3pktb.png
THERMEX Smartline 15 O,111 143,RUB,5941.389,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Smartline 15 O с доставкой на uralenergotel.ru,THERMEX Smartline 15 O по низким ценам у официального дилера завода ТД УЭТ,thermex_smartline_15_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Smartline,Smartline 15 O,Водонагреватели,111 143,THERMEX,Smartline,BioGlassHeat,,230,белый,7290,накопительный,Мини,15,электрический,1500,1500,да,вертикальная,нижняя,настенный,электронное,нет,1,биостеклофарфор,нет,1,1,33.2,0.733,,0.75,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,да,30-75,да,да,да,нет,да,,,,,368,340,368,9.8,427,395,383,11.4,Китай,60,12,4670033313826,шт,20,4670033313826,39.5x38.3x42.7,https://shop.thermex.ru/upload/iblock/cfe/sujxr3zi44ozvzx23hgpmp4qtsbz9ps4.png
THERMEX Smartline 30 O,111 145,RUB,7095.919,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Smartline 30 O с доставкой на uralenergotel.ru,THERMEX Smartline 30 O по низким ценам у официального дилера завода ТД УЭТ,thermex_smartline_30_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Smartline,Smartline 30 O,Водонагреватели,111 145,THERMEX,Smartline,BioGlassHeat,,230,белый,8790,накопительный,Мини,30,электрический,1500,1500,да,вертикальная,нижняя,настенный,электронное,нет,1,биостеклофарфор,нет,1,1,66.3,0.885,,0.75,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,да,30-75,да,да,да,нет,да,,,,,440,420,440,13.2,500,465,462,15.2,Китай,60,12,4670033313840,шт,20,4670033313840,46.5x46.2x50,https://shop.thermex.ru/upload/iblock/cfe/sujxr3zi44ozvzx23hgpmp4qtsbz9ps4.png
THERMEX H 5 U (pro),111 099,RUB,4875.669,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX H 5 U (pro) с доставкой на uralenergotel.ru,THERMEX H 5 U (pro) по низким ценам у официального дилера завода ТД УЭТ,thermex_h_5_u_pro,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Hit Pro,H 5 U (pro),Водонагреватели,111 099,THERMEX,Hit Pro,TitaniumHeat,,230,белый,5268,накопительный,Мини,5,электрический,1500,1500,да,вертикальная,верхняя,настенный,механическое,,1,биостеклофарфор,,1,1,10,0.45,164,0.8,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,до 75,,да,да,,,,,,,310,275,290,5,357,318,332,5.5,КИТАЙ,36,12,4670033315882,шт,20,4670033315882,31.8x33.2x35.7,https://shop.thermex.ru/upload/iblock/376/kldhk1pvqcay9lwkttmwed0hyqrfg1pa.png
THERMEX H 5 O (pro),111 098,RUB,4875.669,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX H 5 O (pro) с доставкой на uralenergotel.ru,THERMEX H 5 O (pro) по низким ценам у официального дилера завода ТД УЭТ,thermex_h_5_o_pro,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Hit Pro,H 5 O (pro),Водонагреватели,111 098,THERMEX,Hit Pro,TitaniumHeat,,230,белый,5268,накопительный,Мини,5,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,1,10,0.38,139,0.8,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,до 75,,да,да,,,,,,,310,275,290,5,357,332,318,5.5,Китай,36,12,4670033315875,шт,20,4670033315875,33.2x31.8x35.7,https://shop.thermex.ru/upload/iblock/bcf/pghdjkbp3ohqmqoppwdov3ccpj3376hg.png
