Наименование,Артикул,Валюта,"Цена, с НДС",В наличии,Доступен для заказа,Краткая информация,Описание,Наклейка,Статус,Теги,Meta Title,Meta Description,URL,Срок изготовления,Доставка,Производитель,Серия,Код товара,Категория товара,Артикул,Бренд,Серия,Материал нагревательного элемента,Подключение бесплатно,"Параметры сети, В/А",Цвет корпуса,Старая цена,Тип водонагревателя,Форм-фактор,"Литраж, л",Способ нагрева,"Макс. мощность электрическая, Вт","Режимы мощности электрической, Вт",Подключение к стандартной розетке,Установка,Подводка,Способ крепления,Тип управления,Пульт ДУ,Количество внутренних баков,Материал внутреннего бака,Сухой ТЭН,Количество анодов,Количество нагревательных элементов,"Время нагрева на ∆t 45° при макс. мощности, мин.","Постоянные суточные потери, кВт⋅ч/сут","Фактическое годовое потребление эл. энергии, кВт⋅ч","Макс. давление воды, МПа","Мин. давление воды, МПа","Макс. температура нагрева воды, °С",Присоединительный размер,Ускоренный нагрев,Тип электрического нагревательного элемента,Точки водоразбора,Класс IP,УЗО,Защита от включения без воды,Режим предотвращения замерзания,Клапан предохранительный,"Диапазон регулировки температуры, °С",Термометр,Индикация включения,Индикация нагрева,Самодиагностика,Дисплей,"Расстояние между патрубками подключения, мм","Расстояние от стены до патрубков подключения, мм","Расстояние от крепежных отверстий до патрубков, мм","Расстояние между крепежными отверстиями, max. мм","Расстояние между крепежными планками, мм","Высота, мм","Глубина, мм","Ширина, мм","Вес, кг","Высота упаковки, мм","Глубина упаковки, мм","Ширина упаковки, мм","Вес упаковки, кг",Страна производитель,"Гарантия на внутренний бак, мес","Гарантия на изделие, мес",EAN,Базовая единица,Ставки налогов,Штрихкод,"Размеры (ДхШхВ), см",Изображения
Garanterm Flat 30 V,156 020,RUB,10026.649,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,Garanterm Flat 30 V с доставкой на uralenergotel.ru,Garanterm Flat 30 V по низким ценам у официального дилера завода ТД УЭТ,garanterm_flat_30_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Flat,Garanterm Flat 30 V,,156 020,GARANTERM,Flat,медь,,230,белый,12290,накопительный,Плоский,30,электрический,2000,700/1300/2000,да,вертикальная,нижняя,настенный,механическое,,2,нержавеющая сталь,нет,1,1,47,1.91,329,0.6,0.05,,G 1/2,да,трубчатый,несколько,IPX4,,,,да,35-75,,да,да,,,,,,,,559,263,452,9.2,606,311,521,10.8,Китай,84,12,4670033311778,шт,20,4670033311778,31.1x52.1x60.6,https://shop.thermex.ru/upload/iblock/367/8lw9j93ixiy2h9zs6tthhyutnu1gslfv.png
Garanterm Flat 50 V,156 021,RUB,11891.659,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,Garanterm Flat 50 V с доставкой на uralenergotel.ru,Garanterm Flat 50 V по низким ценам у официального дилера завода ТД УЭТ,garanterm_flat_50_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Flat,Garanterm Flat 50 V,,156 021,GARANTERM,Flat,медь,,230,белый,14290,накопительный,Плоский,50,,2000,700/1300/2000,да,вертикальная,нижняя,настенный,механическое,нет,2,нержавеющая сталь,,1,1,,,,0.6,0.05,75,G1/2,да,трубчатый,несколько,IPX4,нет,нет,нет,да,,нет,да,да,нет,нет,,,,,,835,263,453,12,882,311,526,14.5,Китай,84,12,4670033311785,шт,20,4670033311785,31.1x52.6x88.2,https://shop.thermex.ru/upload/iblock/a72/kbvsnfq834h0rgdecgaehi9qq3uwkl7s.png
Garanterm Flat 80 V,156 022,RUB,15444.059,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,Garanterm Flat 80 V с доставкой на uralenergotel.ru,Garanterm Flat 80 V по низким ценам у официального дилера завода ТД УЭТ,garanterm_flat_80_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Flat,Garanterm Flat 80 V,,156 022,GARANTERM,Flat,медь,,230,белый,16290,накопительный,Плоский,80,электрический,2000,700/1300/2000,да,вертикальная,нижняя,настенный,механическое,нет,2,нержавеющая сталь,,1,1,,,,0.6,0.05,75,G1/2,да,трубчатый,несколько,IPX4,нет,нет,нет,да,,нет,да,да,нет,нет,,,,,,971,293,511,15.5,1018,346,584,18.5,Китай,84,12,4670033311792,шт,20,4670033311792,34.6x58.4x101.8,https://shop.thermex.ru/upload/iblock/73c/i0syyeslds4799y3ly9hrvumtazt246z.png
Garanterm Flat 100 V,156 023,RUB,17841.929,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,Garanterm Flat 100 V с доставкой на uralenergotel.ru,Garanterm Flat 100 V по низким ценам у официального дилера завода ТД УЭТ,garanterm_flat_100_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Flat,Garanterm Flat 100 V,,156 023,GARANTERM,Flat,медь,,230,белый,19990,накопительный,Плоский,100,электрический,2000,700/1300/2000,да,вертикальная,нижняя,настенный,механическое,нет,2,нержавеющая сталь,,1,1,,,,0.6,0.05,75,G1/2,да,трубчатый,несколько,IPX4,нет,нет,нет,да,,нет,да,да,нет,нет,,,,,,1180,293,511,18,1228,345,584,21.5,Китай,84,12,4670033311808,шт,20,4670033311808,34.5x58.4x122.8,https://shop.thermex.ru/upload/iblock/306/j49j1iikyuh8hwpncm0f4f598xv43i54.png
THERMEX MS 30 V (pro),151 162,RUB,14023.099,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX MS 30 V (pro) с доставкой на uralenergotel.ru,THERMEX MS 30 V (pro) по низким ценам у официального дилера завода ТД УЭТ,thermex_ms_30_v_pro,уточняйте у менеджера,Доставка со склада в Москве,Thermex,M-Smart PRO,MS 30 V (pro),Водонагреватели,151 162,THERMEX,M-Smart PRO,InoxDryHeat,,230,белый,17748,накопительный,Плоский,30,электрический,1500,750/1500,да,вертикальная,нижняя,настенный,электронно-механическое,,2,нержавеющая сталь,да,1,1,50,,,0.7,0.05,75,G1/2,да,трубчатый,несколько,IPX4,да,,,да,,да,да,да,да,да,100,90,455,210,240,580,268,434,9.2,620,295,485,11.1,Китай,84,12,4670033312386,шт,20,4670033312386,29.5x48.5x62,https://shop.thermex.ru/upload/iblock/4a2/mmxdjcmh41g6tbop9fap05fc23vb24f9.png
THERMEX MS 50 V (pro),151 163,RUB,16865.019,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX MS 50 V (pro) с доставкой на uralenergotel.ru,THERMEX MS 50 V (pro) по низким ценам у официального дилера завода ТД УЭТ,thermex_ms_50_v_pro,уточняйте у менеджера,Доставка со склада в Москве,Thermex,M-Smart PRO,MS 50 V (pro),Водонагреватели,151 163,THERMEX,M-Smart PRO,InoxDryHeat,,230,белый,22188,накопительный,Плоский,50,электрический,2000,800/1200/2000,да,вертикальная,нижняя,настенный,электронно-механическое,,2,нержавеющая сталь,да,1,1,80,,,0.7,0.05,75,G1/2,да,трубчатый,несколько,IPX4,да,,,да,,да,да,да,да,да,100,91,715,210,500,870,268,434,12.6,905,295,485,14.8,Китай,84,12,4670033312393,шт,20,4670033312393,29.5x48.5x90.5,https://shop.thermex.ru/upload/iblock/27f/nd0xsfvciu5fel24hmvo7hngf3ku4cyq.png
THERMEX MS 80 V (pro),151 164,RUB,19973.369000000002,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX MS 80 V (pro) с доставкой на uralenergotel.ru,THERMEX MS 80 V (pro) по низким ценам у официального дилера завода ТД УЭТ,thermex_ms_80_v_pro,уточняйте у менеджера,Доставка со склада в Москве,Thermex,M-Smart PRO,MS 80 V (pro),Водонагреватели,151 164,THERMEX,M-Smart PRO,InoxDryHeat,,230,белый,25428,накопительный,Плоский,80,электрический,2000,800/1200/2000,да,вертикальная,нижняя,настенный,электронно-механическое,,2,нержавеющая сталь,да,1,1,130,,,0.7,0.05,75,G1/2,да,трубчатый,несколько,IPX4,да,,,да,,да,да,да,да,да,100,105,725,210,450,1013,306,514,16.8,1060,330,567,19.9,Китай,84,12,4670033312409,шт,20,4670033312409,33x56.7x106,https://shop.thermex.ru/upload/iblock/4f6/hxte2b68u0b887haw4v1dnijh1das57k.png
THERMEX MS 100 V (pro),151 165,RUB,23703.389000000003,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX MS 100 V (pro) с доставкой на uralenergotel.ru,THERMEX MS 100 V (pro) по низким ценам у официального дилера завода ТД УЭТ,thermex_ms_100_v_pro,уточняйте у менеджера,Доставка со склада в Москве,Thermex,M-Smart PRO,MS 100 V (pro),Водонагреватели,151 165,THERMEX,M-Smart PRO,InoxDryHeat,,230,белый,31428,накопительный,Плоский,100,электрический,2000,800/1200/2000,да,вертикальная,нижняя,настенный,электронно-механическое,,2,нержавеющая сталь,да,1,1,160,,,0.7,0.05,75,G1/2,да,трубчатый,несколько,IPX4,да,,,да,,да,да,да,да,да,100,105,890,210,550,1223,306,514,20,1265,330,567,23.4,Китай,84,12,4670033312416,шт,20,4670033312416,33x56.7x126.5,https://shop.thermex.ru/upload/iblock/17d/vyducmcim6owhqe41co5mxjzxymw6uwr.png
EDISSON King 30 V,161 007,RUB,8872.118999999999,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON King 30 V с доставкой на uralenergotel.ru,EDISSON King 30 V по низким ценам у официального дилера завода ТД УЭТ,edisson_king_30_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,King,EDISSON King 30 V,Водонагреватели,161 007,EDISSON,King,нержавеющая сталь,,230,белый,9290,накопительный,Плоский,30,электрический,2000,2000,да,вертикальная,нижняя,настенный,механическое,нет,2,нержавеющая сталь,нет,1,1,34,1,363.5,0.6,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,нет,да,30-75,нет,да,да,нет,нет,100,91,430,190,210,580,250,434,9.6,620,295,485,10.8,Китай,84,12,4670033312959,шт,20,4670033312959,29.5x48.5x62,https://shop.thermex.ru/upload/iblock/40b/8bqikgxj7dzrt2qhn2q4m32s37kwyjsu.png
EDISSON King 50 V,161 008,RUB,10470.698999999999,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON King 50 V с доставкой на uralenergotel.ru,EDISSON King 50 V по низким ценам у официального дилера завода ТД УЭТ,edisson_king_50_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,King,EDISSON King 50 V,Водонагреватели,161 008,EDISSON,King,нержавеющая сталь,,230,белый,10790,накопительный,Плоский,50,электрический,2000,2000,да,вертикальная,нижняя,настенный,механическое,нет,2,нержавеющая сталь,нет,1,1,62,1.1,402.2,0.6,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,нет,да,30-75,нет,да,да,нет,нет,100,91,710,240,490,870,250,434,12.6,905,295,485,14.8,Китай,84,12,4670033312966,шт,20,4670033312966,29.5x48.5x90.5,https://shop.thermex.ru/upload/iblock/035/my5krogaiaqjik4c6zl0feqgeuh0jcuu.png
EDISSON King 80 V,161 009,RUB,13312.618999999999,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON King 80 V с доставкой на uralenergotel.ru,EDISSON King 80 V по низким ценам у официального дилера завода ТД УЭТ,edisson_king_80_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,King,EDISSON King 80 V,Водонагреватели,161 009,EDISSON,King,нержавеющая сталь,,230,белый,13190,накопительный,Плоский,80,электрический,2000,2000,да,вертикальная,нижняя,настенный,механическое,нет,2,нержавеющая сталь,нет,1,1,113,1.2,410.3,0.6,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,нет,да,30-75,нет,да,да,нет,нет,100,105,731,240,450,984,290,514,17.9,1025,330,562,20.2,Китай,84,12,4670033312973,шт,20,4670033312973,33x56.2x102.5,https://shop.thermex.ru/upload/iblock/cbe/4s6rqirlhgffr6gvtyeff1rwdcqrcnq7.png
EDISSON King 100 V,161 010,RUB,15088.819,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON King 100 V с доставкой на uralenergotel.ru,EDISSON King 100 V по низким ценам у официального дилера завода ТД УЭТ,edisson_king_100_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,King,EDISSON King 100 V,Водонагреватели,161 010,EDISSON,King,нержавеющая сталь,,230,белый,15990,накопительный,Плоский,100,электрический,2000,2000,да,вертикальная,нижняя,настенный,механическое,нет,2,нержавеющая сталь,нет,1,1,143,1.5,547.5,0.6,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,нет,да,30-75,нет,да,да,нет,нет,100,105,825,240,550,1184,290,514,20.6,1220,330,562,23.3,Китай,84,12,4670033312980,шт,20,4670033312980,33x56.2x122,https://shop.thermex.ru/upload/iblock/c1a/1d49r73sbnp3s934o522yawtogncjpkz.png
THERMEX Omnia 30 V,111 107,RUB,11714.038999999999,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Omnia 30 V с доставкой на uralenergotel.ru,THERMEX Omnia 30 V по низким ценам у официального дилера завода ТД УЭТ,thermex_omnia_30_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Omnia,Omnia 30 V,,111 107,THERMEX,Omnia,InoxDryHeat,,230,белый,14490,накопительный,Плоский,30,электрический,2000,800/1200/2000,да,вертикальная,нижняя,настенный,механическое,,2,биостеклофарфор,да,2,1,40,,,0.7,0.05,75,G1/2,да,трубчатый,несколько,IPX4,да,,,да,,да,да,да,,да,100,90,463,240,200,623,248,462,17.1,690,320,565,19,Китай,60,12,4670033312508,шт,20,4670033312508,32x56.5x69,https://shop.thermex.ru/upload/iblock/ca4/9dup10upzblsm0ag280um77rqvhj95t8.png
THERMEX Omnia 80 V,111 109,RUB,17930.739,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Omnia 80 V с доставкой на uralenergotel.ru,THERMEX Omnia 80 V по низким ценам у официального дилера завода ТД УЭТ,thermex_omnia_80_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Omnia,Omnia 80 V,,111 109,THERMEX,Omnia,InoxDryHeat,,230,белый,19090,накопительный,Плоский,80,электрический,2000,800/1200/2000,да,вертикальная,нижняя,настенный,механическое,,2,биостеклофарфор,да,2,1,100,,,0.7,0.05,75,G1/2,да,трубчатый,несколько,IPX4,да,,,да,,да,да,да,,да,100,110,794,240,500,957,288,542,29,1025,360,645,32,Китай,60,12,4670033312522,шт,20,4670033312522,36x64.5x102.5,https://shop.thermex.ru/upload/iblock/c91/pbwfy4wmigmswuyqmqx0gldf6r7r6imj.png
THERMEX Omnia 100 V,111 110,RUB,20239.799000000003,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Omnia 100 V с доставкой на uralenergotel.ru,THERMEX Omnia 100 V по низким ценам у официального дилера завода ТД УЭТ,thermex_omnia_100_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Omnia,Omnia 100 V,,111 110,THERMEX,Omnia,InoxDryHeat,,230,белый,25890,накопительный,Плоский,100,электрический,2000,800/1200/2000,да,вертикальная,нижняя,настенный,механическое,,2,биостеклофарфор,да,2,1,130,,,0.7,0.05,75,G1/2,да,трубчатый,несколько,IPX4,да,,,да,,да,да,да,,да,100,110,794,240,250,1142,288,542,35.6,1210,360,645,39,Китай,60,12,4670033312539,шт,20,4670033312539,36x64.5x121,https://shop.thermex.ru/upload/iblock/837/k2g0x07ofsgmcr8ls628rmtkxp28iuz5.png
